query_id,dataset_source,category,difficulty,query_text,answer_preview,is_correct,confidence_score,response_time_seconds,total_tokens,prompt_tokens,completion_tokens,num_retrieved,precision,recall,f1_score,confident_wrong,model_name,system_name,scored_at
old_51,OLD,Licensing,,Perbedaan izin usaha kecil dan besar?,**Informasi SIUP dan TDP untuk Usaha Retail**  Untuk membuka toko retail...,False,0.5,11.689749956130981,0,0,0,,,,,,unknown,,2025-10-22T16:54:37.311464
new_180,NEW,NIB,,Apakah KSO atau JO Bisa Memiliki NIB?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.67,7.870874643325806,0,0,0,,0.0,0.0,,,unknown,,
new_207,NEW,General,,Apa Saja KBLI yang Diwajibkan Bermitra dengan UMKM?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.81,4.754094362258911,0,0,0,,0.0,0.0,,,unknown,,
old_297,OLD,Licensing,,Apa itu pengawasan perizinan berbasis risiko?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.5,10.085489273071289,0,0,0,,,,,,unknown,,
new_60,NEW,Procedure,,Bagaimana prosedur: surat pernyataan pencabutan likuidasi?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.62,7.462304353713989,0,0,0,,0.0,0.0,,,unknown,,
new_291,NEW,Technical,,"Kalau usaha sudah berjalan (operasi produksi) dan tidak ada tambahan realisasi investasi, apakah tetap wajib menyampaikan LKPM?",**Informasi Investasi dan Penanaman Modal**  DPMPTSP Jawa Tengah melayani...,,0.91,5.257211923599243,0,0,0,,0.0,0.0,,,unknown,,
new_263,NEW,Procedure,,Apa yang dimaksud dengan proses penapisan perizinan lingkungan?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.67,7.5743279457092285,0,0,0,,0.0,0.0,,,unknown,,
old_268,OLD,Procedure,,"Usaha perorangan saya mau diubah menjadi CV, bagaimana prosedurnya di OSS?","**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.63,8.082512140274048,0,0,0,,0.0,0.0,,,unknown,,
new_311,NEW,Procedure,,Bagaimana prosedur: berapa nilai minimal investasi untuk perusahan penanaman modal asing (pma) langsung?,**Informasi Investasi dan Penanaman Modal**  DPMPTSP Jawa Tengah melayani...,,0.74,4.9454734325408936,0,0,0,,0.0,0.0,,,unknown,,
old_311,OLD,Technical,,"Saya khawatir data OSS saya hilang, apa backupnya?","**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.62,8.232048749923706,0,0,0,,0.0,0.0,,,unknown,,
new_85,NEW,Procedure,,Bagaimana cara melihat dokumen persyaratan dasar dan pernyataan mandiri dalam data usaha?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.77,5.612435817718506,0,0,0,,0.0,0.0,,,unknown,,
old_304,OLD,Procedure,,Bagaimana cara mengurus izin untuk usaha penyewaan alat berat?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.5,10.530903816223145,0,0,0,,,,,,unknown,,
old_182,OLD,Procedure,,Bagaimana cara membuka kantor cabang di OSS?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.61,7.924453973770142,0,0,0,,0.0,0.0,,,unknown,,
old_164,OLD,General,,Apa keuntungan memiliki IUMK?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.62,7.671900272369385,0,0,0,,0.0,0.0,,,unknown,,
old_11,OLD,General,,Siapa penanggung jawab layanan DPMPTSP di daerah?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.7,8.052747011184692,0,0,0,,0.0,0.0,,,unknown,,
new_140,NEW,Procedure,,Bagaimana prosedur perubahan skala usaha di sistem OSS?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.6,7.219748258590698,0,0,0,,0.0,0.0,,,unknown,,
old_80,OLD,Technical,,Ada update regulasi OSS terbaru?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.5,10.703165769577026,0,0,0,,,,,,unknown,,
new_228,NEW,Technical,,Bisakah satu NIK memiliki lebih dari satu akun OSS?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.81,5.035231113433838,0,0,0,,0.0,0.0,,,unknown,,
old_22,OLD,General,,Apa akibat jika KBLI tidak sesuai?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.68,8.212465047836304,0,0,0,,0.0,0.0,,,unknown,,
old_90,OLD,NIB,,Sanksi bagi usaha tanpa NIB.,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.69,8.289818525314331,0,0,0,,0.0,0.0,,,unknown,,
new_23,NEW,Procedure,,Apa proses perizinan berusaha selanjutnya setelah mendapat NIB?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.5,11.031397819519043,0,0,0,,,,,,unknown,,
